,monthly_rent,location,property_type,rooms,parking,bathroom,size,furnished,facilities,additional_facilities,region
11,2000,Kuala Lumpur - Setapak,Service Residence,4,2.0,2.0,1100,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
12,1500,Kuala Lumpur - Ampang,Service Residence,1,1.0,1.0,700,Fully Furnished,"Gymnasium, Jogging Track, Playground, Parking, Security, Lift, Swimming Pool, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
13,1300,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,1009,Fully Furnished,"Minimart, Jogging Track, Playground, Swimming Pool, Multipurpose hall, Security, Lift, Parking, Gymnasium, Sauna, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
14,1000,Kuala Lumpur - Kepong,Apartment,5,0.0,2.0,855,Partially Furnished,"Security, Parking, Lift","Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
15,3200,Kuala Lumpur - KL City,Apartment,3,1.0,2.0,950,Fully Furnished,"Lift, Squash Court, Jogging Track, Gymnasium, Playground, Security, Tennis Court, Swimming Pool, Parking, Minimart, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
16,3200,Kuala Lumpur - KL City,Apartment,3,1.0,2.0,950,Fully Furnished,"Lift, Squash Court, Jogging Track, Gymnasium, Playground, Security, Tennis Court, Swimming Pool, Parking, Minimart, Sauna, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
17,1400,Kuala Lumpur - Cheras,Service Residence,2,2.0,2.0,650,Not Furnished,"Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
18,2500,Kuala Lumpur - Wangsa Maju,Condominium,4,2.0,2.0,1784,Not Furnished,"Parking, Security, Lift, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
19,1800,Kuala Lumpur - Ampang,Condominium,3,1.0,2.0,1100,Fully Furnished,"Gymnasium, Minimart, Tennis Court, Squash Court, Sauna, Security, Swimming Pool, Parking",None,Kuala Lumpur
20,1099,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650,Not Furnished,"Playground, Lift, Barbeque area, Security, Parking, Jogging Track, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
21,1099,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650,Partially Furnished,"Security, Swimming Pool, Parking, Jogging Track, Barbeque area, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
22,1199,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819,Not Furnished,"Security, Swimming Pool, Parking, Jogging Track, Barbeque area, Playground, Gymnasium, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
23,1100,Kuala Lumpur - Cheras,Service Residence,2,1.0,2.0,650,Not Furnished,"Jogging Track, Parking, Security, Playground, Barbeque area, Gymnasium, Lift, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
24,1000,Kuala Lumpur - Cheras,Apartment,3,0.0,2.0,650,Not Furnished,"Parking, Minimart, Playground",None,Kuala Lumpur
25,1100,Kuala Lumpur - Cheras,Condominium,1,1.0,1.0,900,Partially Furnished,"Swimming Pool, Barbeque area, Sauna, Security, Gymnasium, Tennis Court, Squash Court, Parking, Playground",None,Kuala Lumpur
26,1400,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,2.0,1140,Not Furnished,"Parking, Minimart, Security, Gymnasium, Swimming Pool, Playground",None,Kuala Lumpur
27,1500,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,900,Not Furnished,"Parking, Security, Lift, Swimming Pool, Multipurpose hall",None,Kuala Lumpur
28,2500,Kuala Lumpur - Solaris Dutamas,Condominium,4,2.0,3.0,1500,Partially Furnished,"Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
29,2900,Kuala Lumpur - Solaris Dutamas,Condominium,4,2.0,3.0,1719,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Multipurpose hall, Security, Gymnasium","Air-Cond, Cooking Allowed",Kuala Lumpur
30,1750,Kuala Lumpur - Sentul,Apartment,3,0.0,2.0,1065,Partially Furnished,None,None,Kuala Lumpur
31,1800,Kuala Lumpur - Setapak,Apartment,3,1.0,2.0,885,Fully Furnished,None,None,Kuala Lumpur
32,1900,Kuala Lumpur - Sentul,Condominium,3,2.0,2.0,1300,Partially Furnished,None,None,Kuala Lumpur
33,1500,Kuala Lumpur - Jalan Kuching,Studio,1,1.0,1.0,530,Fully Furnished,"Parking, Security, Sauna, Multipurpose hall, Swimming Pool, Gymnasium","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
34,2400,Kuala Lumpur - Bandar Menjalara,Condominium,3,1.0,2.0,1316,Fully Furnished,"Barbeque area, Swimming Pool, Gymnasium, Club house, Minimart, Squash Court, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
35,4500,Kuala Lumpur - Desa Pandan,Service Residence,3,2.0,2.0,1539,Fully Furnished,"Multipurpose hall, Security, Gymnasium, Swimming Pool","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
36,1400,Kuala Lumpur - Old Klang Road,Condominium,3,1.0,2.0,1270,Partially Furnished,"Parking, Security, Tennis Court, Swimming Pool, Playground, Lift, Jogging Track, Minimart, Gymnasium, Barbeque area","Air-Cond, Cooking Allowed, Internet",Kuala Lumpur
37,1800,Kuala Lumpur - Cheras,Service Residence,3,1.0,2.0,819,Partially Furnished,"Security, Swimming Pool, Lift, Gymnasium, Barbeque area, Jogging Track, Parking, Playground, Minimart, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
38,1500,Kuala Lumpur - Desa Pandan,Apartment,3,1.0,2.0,950,Partially Furnished,"Security, Parking",None,Kuala Lumpur
39,3000,Kuala Lumpur - Setapak,Condominium,3,2.0,2.0,1200,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court","Air-Cond, Cooking Allowed, Washing Machine, Internet",Kuala Lumpur
40,1600,Kuala Lumpur - Jalan Kuching,Condominium,3,1.0,2.0,1100,Fully Furnished,"Minimart, Swimming Pool, Sauna, Playground, Gymnasium, Security, Tennis Court, Barbeque area, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
41,1800,Kuala Lumpur - Setapak,Condominium,3,0.0,2.0,1066,Fully Furnished,None,None,Kuala Lumpur
42,2100,Kuala Lumpur - KLCC,Condominium,2,0.0,2.0,706,Fully Furnished,"Minimart, Swimming Pool, Sauna, Parking, Security, Gymnasium, Barbeque area, Club house, Playground",None,Kuala Lumpur
43,2500,Kuala Lumpur - Ampang Hilir,Condominium,2,1.0,1.0,890,Fully Furnished,"Security, Gymnasium, Multipurpose hall, Parking, Barbeque area, Swimming Pool",None,Kuala Lumpur
44,1300,Kuala Lumpur - Sentul,Service Residence,2,1.0,2.0,650,Partially Furnished,"Jogging Track, Playground, Parking, Swimming Pool, Gymnasium, Sauna, Multipurpose hall, Security, Barbeque area",None,Kuala Lumpur
45,2000,Kuala Lumpur - Bukit Bintang,Service Residence,2,1.0,2.0,742,Fully Furnished,"Gymnasium, Sauna, Parking, Playground, Security, Swimming Pool, Barbeque area",None,Kuala Lumpur
46,2000,Kuala Lumpur - Desa ParkCity,Condominium,3,1.0,2.0,862,Fully Furnished,"Security, Playground","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
47,2100,Kuala Lumpur - Cheras,Condominium,4,1.0,3.0,1300,Fully Furnished,"Parking, Security, Minimart, Playground, Swimming Pool, Gymnasium",None,Kuala Lumpur
48,1300,Kuala Lumpur - KL City,Apartment,3,1.0,2.0,805,Partially Furnished,"Squash Court, Jogging Track, Gymnasium, Parking, Swimming Pool, Lift, Security, Playground, Minimart",None,Kuala Lumpur
49,2600,Kuala Lumpur - Wangsa Maju,Condominium,4,2.0,2.0,1000,Fully Furnished,"Playground, Jogging Track, Multipurpose hall, Parking, Swimming Pool, Barbeque area, Security, Gymnasium",None,Kuala Lumpur
50,2000,Kuala Lumpur - Ampang Hilir,Service Residence,1,1.0,1.0,440,Fully Furnished,"Barbeque area, Multipurpose hall, Parking, Security, Swimming Pool, Gymnasium",None,Kuala Lumpur
51,2500,Kuala Lumpur - Bandar Menjalara,Condominium,5,2.0,3.0,1600,Fully Furnished,"Barbeque area, Swimming Pool, Gymnasium, Club house, Minimart, Squash Court, Parking, Sauna","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
52,2500,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,2.0,1028,Fully Furnished,"Security, Squash Court, Jogging Track, Lift, Multipurpose hall, Minimart, Swimming Pool, Gymnasium, Barbeque area, Sauna, Club house, Parking, Playground, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
53,2000,Kuala Lumpur - Setapak,Condominium,4,0.0,2.0,940,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Security, Parking, Jogging Track, Playground, Minimart, Lift","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
54,1800,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,860,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Security, Parking, Jogging Track, Playground, Lift, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
55,1700,Kuala Lumpur - Jalan Kuching,Condominium,3,2.0,2.0,1100,Partially Furnished,Swimming Pool,Air-Cond,Kuala Lumpur
56,1600,Kuala Lumpur - Setapak,Condominium,4,1.0,2.0,914,Partially Furnished,"Swimming Pool, Squash Court, Security, Parking, Lift, Tennis Court, Jogging Track, Gymnasium, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
57,2000,Kuala Lumpur - Jalan Kuching,Condominium,3,2.0,2.0,1100,Fully Furnished,"Swimming Pool, Gymnasium, Tennis Court, Squash Court, Security, Parking, Jogging Track, Lift, Playground, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
58,1500,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100,Partially Furnished,"Swimming Pool, Gymnasium, Squash Court, Security, Parking, Lift, Jogging Track, Tennis Court, Playground, Minimart",Air-Cond,Kuala Lumpur
59,1700,Kuala Lumpur - Jalan Kuching,Condominium,3,2.0,2.0,1100,Partially Furnished,"Swimming Pool, Gymnasium, Parking, 10","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
60,1850,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
61,1700,Kuala Lumpur - Sentul,Condominium,4,2.0,3.0,1200,Partially Furnished,"Security, Playground, Gymnasium, Swimming Pool, Parking, Minimart, Lift, Sauna, Multipurpose hall, Squash Court, Tennis Court, Barbeque area, Jogging Track, Club house","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
62,1700,Kuala Lumpur - Jalan Ipoh,Service Residence,2,1.0,2.0,904,Fully Furnished,"Playground, Lift, Club house, Security, Gymnasium, Jogging Track, Swimming Pool, Parking, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
63,1800,Kuala Lumpur - Kepong,Condominium,4,2.0,2.0,1300,Partially Furnished,"Parking, Lift, Security, Gymnasium, Club house, Jogging Track, Sauna, Barbeque area, Tennis Court, Minimart, Squash Court, Multipurpose hall, Playground, Swimming Pool","Air-Cond, Cooking Allowed",Kuala Lumpur
64,1600,Kuala Lumpur - Setapak,Condominium,3,1.0,2.0,950,Partially Furnished,None,None,Kuala Lumpur
65,1600,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100,Partially Furnished,"Parking, Lift, Swimming Pool, Playground, Multipurpose hall, Squash Court, Minimart, Barbeque area, Tennis Court, Jogging Track, Club house, Gymnasium, Sauna, Security","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
66,1400,Kuala Lumpur - Cheras,Service Residence,2,2.0,2.0,650,Not Furnished,"Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Security, Swimming Pool, Playground","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
67,1000,Kuala Lumpur - KLCC,Apartment,3,2.0,2.0,1000,Partially Furnished,"Playground, Swimming Pool, Parking, Security, Barbeque area, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
68,2700,Kuala Lumpur - Setiawangsa,Condominium,3,0.0,2.0,1115,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Club house",None,Kuala Lumpur
69,1400,Kuala Lumpur - Gombak,Service Residence,3,1.0,2.0,850,Not Furnished,"Swimming Pool, Lift, Security, Parking, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Squash Court, Tennis Court, Jogging Track, Club house, Playground","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
70,1500,Kuala Lumpur - Cheras,Condominium,2,1.0,1.0,717,Fully Furnished,"Tennis Court, Sauna, Gymnasium, Squash Court, Barbeque area, Playground, Security, Parking, Swimming Pool, Lift, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
71,1350,Kuala Lumpur - Wangsa Maju,Apartment,3,1.0,2.0,850,Partially Furnished,None,None,Kuala Lumpur
72,3000,Kuala Lumpur - Cheras,Service Residence,3,0.0,2.0,864,Fully Furnished,"Swimming Pool, Barbeque area, Security, Multipurpose hall, Gymnasium, Lift, Parking, Playground, Sauna, Jogging Track, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
73,1300,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,1150,Not Furnished,"Security, Minimart, Playground, Swimming Pool, Multipurpose hall, Jogging Track, Lift, Parking",Near KTM/LRT,Kuala Lumpur
74,2500,Kuala Lumpur - Pantai,Condominium,3,0.0,2.0,1500,Fully Furnished,"Parking, Security, Playground, Swimming Pool, Gymnasium","Cooking Allowed, Near KTM/LRT, Air-Cond",Kuala Lumpur
75,7000,Kuala Lumpur - KLCC,Condominium,2,1.0,2.0,1076,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area","Air-Cond, Near KTM/LRT, Washing Machine, Cooking Allowed",Kuala Lumpur
76,1300,Kuala Lumpur - Bukit Jalil,Apartment,3,1.0,2.0,1000,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",None,Kuala Lumpur
77,900,Kuala Lumpur - Cheras,Apartment,2,1.0,1.0,550,Partially Furnished,"Parking, Security, Lift, Playground, Jogging Track","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
78,1300,Kuala Lumpur - Cheras,Condominium,3,1.0,2.0,967,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
79,2500,Kuala Lumpur - Wangsa Maju,Condominium,4,1.0,2.0,1184,Partially Furnished,"Minimart, Barbeque area, Swimming Pool, Parking, Security, Playground",None,Kuala Lumpur
80,1300,Kuala Lumpur - Taman Desa,Condominium,2,1.0,2.0,1050,Partially Furnished,"Playground, Swimming Pool, Tennis Court, Squash Court, Minimart, Sauna, Club house, Parking, Security, Gymnasium, Barbeque area, Lift",Cooking Allowed,Kuala Lumpur
81,7800,Kuala Lumpur - KLCC,Condominium,2,1.0,2.0,1076,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
82,1700,Kuala Lumpur - Wangsa Maju,Condominium,3,0.0,3.0,1267,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Internet",Kuala Lumpur
83,2000,Kuala Lumpur - Wangsa Maju,Condominium,3,1.0,3.0,1267,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
84,2100,Kuala Lumpur - Sentul,Service Residence,2,0.0,2.0,999,Partially Furnished,"Playground, Parking, Gymnasium, Jogging Track, Security, Swimming Pool, Lift, Club house, Minimart, Sauna","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
85,1750,Kuala Lumpur - Sungai Besi,Condominium,3,2.0,2.0,1121,Fully Furnished,"Playground, Barbeque area, Sauna, Multipurpose hall, Security, Swimming Pool, Gymnasium, Lift, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
86,2000,Kuala Lumpur - Kepong,Apartment,2,1.0,2.0,872,Fully Furnished,"Minimart, Swimming Pool, Tennis Court, Jogging Track, Security, Playground, Parking, Gymnasium, Barbeque area, Lift, Multipurpose hall","Air-Cond, Cooking Allowed, Washing Machine, Near KTM/LRT",Kuala Lumpur
87,1300,Kuala Lumpur - Ampang,Apartment,3,0.0,2.0,860,Not Furnished,"Security, Playground, Lift",Cooking Allowed,Kuala Lumpur
88,1100,Kuala Lumpur - Sungai Besi,Condominium,3,1.0,2.0,904,Partially Furnished,"Jogging Track, Swimming Pool, Playground, Security, Barbeque area, Multipurpose hall","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
89,1300,Kuala Lumpur - KL City,Apartment,3,1.0,2.0,835,Fully Furnished,"Jogging Track, Lift, Gymnasium, Squash Court, Minimart, Security, Swimming Pool, Parking, Playground, Barbeque area","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
90,850,Kuala Lumpur - Jinjang,Apartment,3,0.0,2.0,750,Partially Furnished,Lift,"Near KTM/LRT, Cooking Allowed",Kuala Lumpur
91,1400,Kuala Lumpur - Sri Petaling,Condominium,3,1.0,2.0,1129,Fully Furnished,"Security, Squash Court, Parking, Swimming Pool, Tennis Court, Playground, Minimart, Barbeque area, Lift, Multipurpose hall, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
92,1900,Kuala Lumpur - Kepong,Service Residence,2,1.0,2.0,1132,Partially Furnished,"Minimart, Playground, Swimming Pool, Parking, Security, Gymnasium, Tennis Court, Lift, Barbeque area, Jogging Track, Multipurpose hall",Air-Cond,Kuala Lumpur
93,1700,Kuala Lumpur - Sentul,Condominium,2,0.0,1.0,700,Partially Furnished,"Parking, Security, Swimming Pool, Minimart, Playground, Squash Court, Lift, Gymnasium, Tennis Court, Jogging Track","Near KTM/LRT, Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
94,2100,Kuala Lumpur - Setapak,Service Residence,3,2.0,2.0,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Multipurpose hall, Minimart","Air-Cond, Near KTM/LRT, Cooking Allowed",Kuala Lumpur
95,1550,Kuala Lumpur - Cheras,Condominium,4,1.0,2.0,1142,Partially Furnished,"Minimart, Sauna, Security, Gymnasium, Playground, Parking, Swimming Pool, Lift","Air-Cond, Cooking Allowed",Kuala Lumpur
96,1400,Kuala Lumpur - Setapak,Condominium,4,2.0,2.0,1300,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track","Cooking Allowed, Washing Machine",Kuala Lumpur
97,1800,Kuala Lumpur - Setapak,Apartment,3,1.0,2.0,884,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Multipurpose hall","Near KTM/LRT, Washing Machine, Internet, Cooking Allowed",Kuala Lumpur
98,1300,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,819,Partially Furnished,"Parking, Sauna, Barbeque area, Jogging Track, Security, Playground, Swimming Pool, Gymnasium, Multipurpose hall",Cooking Allowed,Kuala Lumpur
99,2500,Kuala Lumpur - Sentul,Service Residence,3,1.0,2.0,850,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Gymnasium, Playground","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
100,2300,Kuala Lumpur - Setapak,Service Residence,3,2.0,2.0,1000,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Jogging Track, Barbeque area","Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
101,1350,Kuala Lumpur - Cheras,Service Residence,2,1.0,1.0,650,Partially Furnished,"Parking, Gymnasium, Jogging Track, Lift, Barbeque area, Playground, Swimming Pool, Security","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
102,1100,Kuala Lumpur - Kepong,Apartment,3,2.0,2.0,800,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium","Air-Cond, Cooking Allowed, Near KTM/LRT",Kuala Lumpur
103,1700,Kuala Lumpur - Sentul,Condominium,3,2.0,2.0,1300,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Cooking Allowed, Washing Machine",Kuala Lumpur
104,1800,Kuala Lumpur - Bangsar South,Apartment,3,1.0,2.0,1200,Partially Furnished,"Parking, Security, Swimming Pool, Jogging Track, Minimart, Lift, Playground, Multipurpose hall, Barbeque area, Tennis Court","Cooking Allowed, Near KTM/LRT",Kuala Lumpur
105,1600,Kuala Lumpur - Setapak,Service Residence,3,1.0,2.0,770,Fully Furnished,"Parking, Playground, Gymnasium, Jogging Track, Lift, Minimart, Tennis Court, Squash Court, Security, Swimming Pool",Air-Cond,Kuala Lumpur
106,1600,Kuala Lumpur - Setapak,Service Residence,3,2.0,2.0,800,Fully Furnished,"Parking, Gymnasium, Sauna, Security, Lift, Swimming Pool, Playground, Barbeque area","Cooking Allowed, Air-Cond, Near KTM/LRT",Kuala Lumpur
107,1650,Kuala Lumpur - Sentul,Service Residence,3,2.0,2.0,850,Partially Furnished,Parking,"Cooking Allowed, Air-Cond",Kuala Lumpur
108,1200,Kuala Lumpur - Sentul,Service Residence,2,1.0,1.0,646,Not Furnished,"Parking, Gymnasium, Security, Lift, Swimming Pool, Barbeque area, Playground, Jogging Track",None,Kuala Lumpur
109,1200,Kuala Lumpur - Pantai,Condominium,2,1.0,2.0,1000,Partially Furnished,"Parking, Jogging Track, Tennis Court, Lift, Sauna, Minimart","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
110,2599,Kuala Lumpur - Sri Petaling,Condominium,4,3.0,5.0,1899,Fully Furnished,"Parking, Security, Swimming Pool, Playground, Gymnasium, Sauna, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
111,1400,Kuala Lumpur - Desa Pandan,Apartment,3,1.0,2.0,1000,Partially Furnished,"Playground, Security, Parking","Air-Cond, Cooking Allowed",Kuala Lumpur
112,2600,Kuala Lumpur - Wangsa Maju,Service Residence,4,0.0,2.0,877,Fully Furnished,None,None,Kuala Lumpur
113,900,Kuala Lumpur - Setapak,Service Residence,1,1.0,1.0,360,Fully Furnished,"Swimming Pool, Minimart, Tennis Court, Squash Court, Parking, Playground, Gymnasium, Jogging Track, Security, Lift",None,Kuala Lumpur
114,1200,Kuala Lumpur - Wangsa Maju,Service Residence,1,1.0,1.0,521,Partially Furnished,"Security, Swimming Pool, Jogging Track, Sauna, Minimart, Parking","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
115,2500,Kuala Lumpur - Brickfields,Service Residence,1,1.0,1.0,468,Fully Furnished,Parking,"Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine",Kuala Lumpur
116,2200,Kuala Lumpur - Kepong,Condominium,3,2.0,2.0,1100,Fully Furnished,"Playground, Swimming Pool, Jogging Track, Security, Tennis Court, Lift, Multipurpose hall, Parking, Gymnasium, Barbeque area, Minimart, Squash Court, Sauna, Club house","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
117,2300,Kuala Lumpur - Desa ParkCity,Condominium,3,1.0,2.0,862,Fully Furnished,"Playground, Security, Parking, Gymnasium, Sauna, Jogging Track, Barbeque area, Lift, Swimming Pool","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
118,1500,Kuala Lumpur - Cheras,Condominium,4,1.0,2.0,1142,Partially Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
119,1600,Kuala Lumpur - Bukit Jalil,Condominium,3,2.0,2.0,1224,Fully Furnished,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Barbeque area, Minimart, Multipurpose hall, Jogging Track","Air-Cond, Cooking Allowed, Near KTM/LRT, Washing Machine, Internet",Kuala Lumpur
120,700,Kuala Lumpur - Sentul,Apartment,3,0.0,1.0,700,Not Furnished,"Parking, Lift",Cooking Allowed,Kuala Lumpur
121,1900,Kuala Lumpur - Jalan Ipoh,Condominium,3,2.0,2.0,1193,Partially Furnished,"Gymnasium, Parking, Security, Lift, Swimming Pool, Playground, Barbeque area, Sauna, Minimart, Multipurpose hall, Jogging Track, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
122,2100,Kuala Lumpur - Ampang,Service Residence,3,2.0,2.0,1200,Fully Furnished,"Parking, Gymnasium, Jogging Track, Playground, Security, Lift, Swimming Pool, Sauna, Barbeque area, Multipurpose hall, Tennis Court","Air-Cond, Cooking Allowed, Washing Machine",Kuala Lumpur
123,1399,Kuala Lumpur - Setapak,Service Residence,3,1.0,2.0,926,Partially Furnished,None,None,Kuala Lumpur
124,1300,Kuala Lumpur - Cheras,Apartment,3,1.0,3.0,935,Not Furnished,"Parking, Security, Lift, Playground, Minimart, Multipurpose hall",Cooking Allowed,Kuala Lumpur
125,1450,Kuala Lumpur - Kuchai Lama,Condominium,3,1.0,2.0,1100,Partially Furnished,"Security, Playground, Gymnasium, Lift, Parking",None,Kuala Lumpur
